ah,aw,ifs,fs,ofs,dfw,total_cycles,avg_mapping_eff
7,5,4,2,1,ws,37804,87.4829931972789
9,9,1,3,1,os,41644,32.151079075394634
6,3,3,1,2,is,116829,56.91690267623877
8,6,4,4,2,os,30427,37.863685316016664
4,3,4,2,1,is,139397,59.259039715471246
5,3,4,4,1,os,81687,42.341733126969274
10,8,2,2,3,os,36254,34.98542319749216
3,3,1,3,4,os,126443,49.8931065689946
5,8,3,3,1,os,34091,40.45538993878094
8,10,3,3,3,os,31707,31.35824012936265
5,5,1,2,3,ws,52352,88.57536945812808
7,5,4,3,3,is,69423,50.080112406953795
3,3,3,4,4,os,126443,49.8931065689946
5,4,1,3,3,os,55227,51.257954041345045
6,9,1,4,4,os,86021,34.96071385882352
8,5,3,3,4,ws,36353,89.5
10,5,2,1,4,os,65601,37.64288401253914
7,9,1,4,2,os,38955,33.600491692205644
3,6,4,4,2,ws,63799,86.00128266794937
3,7,2,3,4,is,89514,48.07661063596921
8,3,2,2,4,ws,57559,84.75308641975309
3,5,2,3,1,ws,77327,91.14702581369247
9,5,4,4,3,ws,29871,88.57848324514991
6,8,4,2,2,is,55493,44.80954840724413
4,10,3,1,3,is,61253,44.842274966412944
7,9,2,1,1,is,49929,45.075552926484576
4,3,3,3,1,ws,96357,86.89594356261023
7,9,2,1,4,os,59655,33.600491692205644
8,6,3,4,4,ws,29854,84.04761904761907
9,4,4,3,4,ws,31299,93.40388007054673
9,4,1,1,3,os,74150,46.22728318380493
6,9,3,4,1,os,30698,34.96071385882352
7,9,3,4,3,is,46589,45.075552926484576
7,5,1,4,2,is,251847,50.080112406953795
5,5,1,3,1,ws,52352,88.57536945812808
9,6,3,4,3,ws,24797,83.668430335097
5,8,1,4,3,ws,33461,78.71674876847291
9,7,3,4,2,os,28927,32.43419106773139
4,6,3,1,3,os,52788,45.039682539682275
8,8,4,2,3,os,23554,36.38530016170328
3,6,2,3,3,is,98951,49.83017511832632
6,6,2,2,1,os,94527,40.37223649256826
8,8,4,1,4,is,49003,44.08448153887616
3,3,3,4,4,ws,122421,86.68537224092783
10,7,2,1,4,is,96878,44.84609488568784
4,8,3,4,4,is,76020,46.48853639286195
7,6,3,4,4,ws,31295,82.53968253968254
10,7,3,2,3,os,29136,31.633915509777523
4,8,4,1,3,is,68725,46.48853639286195
3,10,4,1,3,ws,54013,83.14702581369247
4,8,3,1,2,ws,44288,81.78571428571429
6,7,4,3,3,is,62216,45.75185066317613
7,3,2,2,4,ws,60241,83.18468127991937
4,5,1,4,2,os,64288,47.000000000000206
9,3,4,4,1,is,99292,58.83183189776089
8,10,3,3,2,os,31707,31.35824012936265
8,5,2,1,2,os,68006,39.260679153753095
8,9,2,4,4,is,46551,43.483436853002075
7,6,1,3,1,ws,31295,82.53968253968254
8,5,1,2,1,is,252189,48.80178333776948
6,7,1,1,1,ws,41911,74.50037792894936
8,6,1,1,1,ws,35985,84.04761904761907
5,8,2,1,3,is,107629,44.85583914108737
8,9,3,3,4,is,45396,43.483436853002075
7,9,2,3,4,ws,24438,72.63290501385741
6,8,2,3,1,os,66427,38.72233748271093
9,9,2,1,2,is,45471,46.21748502585862
5,5,3,3,2,os,53389,43.93969656640958
8,6,4,3,3,os,30427,37.863685316016664
7,4,1,2,4,os,69052,47.72227361496557
5,5,4,3,2,is,85657,49.44564101689985
3,10,2,1,1,ws,54013,83.14702581369247
6,8,3,3,1,is,67686,44.80954840724413
5,5,3,4,2,is,86145,49.44564101689985
4,7,4,1,2,ws,54715,78.50340136054427
4,6,1,2,1,os,52788,45.039682539682275
3,3,1,2,2,ws,122421,86.68537224092783
8,7,3,2,3,ws,29551,76.66666666666666
3,7,2,1,4,is,89514,48.07661063596921
4,8,1,3,2,is,248825,46.48853639286195
7,10,4,2,3,os,26507,32.394637534323124
10,4,2,1,1,is,108058,51.20000000000012
3,5,2,4,2,os,90139,51.97786998616893
4,7,4,4,1,ws,49948,78.50340136054427
6,7,1,4,2,ws,36646,74.50037792894936
3,4,4,1,1,is,129771,54.786756453423116
3,7,3,2,4,os,69341,44.1059079233352
3,8,1,2,4,ws,50066,81.6470258136925
9,10,2,1,2,os,32684,30.611456176673517
7,9,1,1,3,os,38955,33.600491692205644
9,6,4,1,4,is,52749,49.4020846902359
7,8,3,2,4,os,36945,37.27901120361805
5,4,4,1,4,is,101511,52.43349753694592
7,5,1,3,2,ws,37804,87.4829931972789
9,6,4,1,2,ws,30287,83.668430335097
9,10,2,4,2,os,32684,30.611456176673517
4,3,1,1,2,ws,101461,86.89594356261023
3,5,2,3,3,os,90139,51.97786998616893
5,6,3,1,4,is,74941,47.55145841424279
8,8,3,4,1,os,32083,36.38530016170328
6,8,4,2,1,is,55493,44.80954840724413
7,10,2,1,1,os,59361,32.394637534323124
3,4,4,3,4,is,129771,54.786756453423116
8,5,4,1,1,os,37154,39.260679153753095
4,4,3,2,1,ws,62081,95.95238095238096
8,5,4,1,2,ws,41079,89.5
4,8,2,3,2,os,58425,43.125
3,3,2,1,1,os,148653,49.8931065689946
5,6,2,1,4,os,48016,42.200639652542506
4,7,4,4,4,os,53882,39.761904761905086
10,8,2,2,3,is,94110,43.91612990163044
5,7,2,2,4,os,47867,37.09714691306419
10,10,4,1,2,is,49981,42.376426332288325
4,3,4,1,4,os,98574,45.21604938271575
9,9,3,2,3,os,22418,32.151079075394634
5,9,2,3,2,is,58589,44.27614764046542
9,9,1,2,1,is,165393,46.21748502585862
4,6,2,3,3,is,83633,49.25903971547125
10,7,4,2,1,os,29078,31.633915509777523
6,3,2,1,3,is,142123,56.91690267623877
3,8,3,2,2,os,53226,47.47233748271093
3,6,1,3,4,os,68007,49.65795077828307
7,4,2,1,1,ws,42745,92.08390022675738
10,3,4,1,1,is,97570,55.84177040110668
5,6,4,4,4,os,43764,42.200639652542506
6,8,2,1,1,is,103206,44.80954840724413
8,3,1,4,3,is,204570,56.851659751037346
6,6,3,3,1,os,40665,40.37223649256826
3,6,1,1,4,os,68007,49.65795077828307
6,6,4,1,1,ws,41798,81.97883597883599
3,10,3,4,3,is,73587,45.46830759704331
4,3,1,1,1,ws,101461,86.89594356261023
10,5,4,1,1,os,35716,37.64288401253914
3,3,4,3,4,ws,122421,86.68537224092783
9,8,3,4,3,is,57740,46.77315934783481
7,10,4,2,1,ws,23635,79.64625850340137
5,4,4,2,4,os,52885,51.257954041345045
7,9,3,4,2,ws,24438,72.63290501385741
10,10,3,3,1,ws,18167,78.08000000000001
7,7,3,2,2,is,64800,46.567676151999095
3,8,4,4,4,is,82551,47.094227168902634
7,6,4,2,2,os,33562,38.806315550511876
10,10,4,3,3,is,49981,42.376426332288325
7,3,2,4,4,is,109602,57.64452724381605
7,10,3,2,4,os,36585,32.394637534323124
9,10,4,4,2,ws,18573,80.57848324514991
9,8,1,4,3,os,41714,35.76432022084197
7,6,3,3,4,is,60369,48.247701846990566
10,7,1,1,4,os,129097,31.633915509777523
9,7,4,1,1,ws,30351,76.01578903166204
6,6,4,3,1,is,67475,47.4460032053393
10,3,3,2,3,os,62454,36.43709895893818
7,9,2,1,3,os,59655,33.600491692205644
3,5,2,3,2,ws,77327,91.14702581369247
10,4,2,3,3,ws,30965,89.86666666666667
9,8,4,1,4,ws,25674,79.43562610229276
3,8,3,1,1,ws,54424,81.6470258136925
6,7,3,2,2,is,69998,45.75185066317613
3,8,2,3,2,ws,50066,81.6470258136925
4,3,1,1,2,is,206409,59.259039715471246
5,6,3,1,3,is,74941,47.55145841424279
8,7,4,3,2,is,55558,45.08424738998285
8,4,2,4,3,ws,37618,93.54166666666667
8,7,3,4,2,os,45996,33.03281870624542
3,3,4,3,1,is,161859,59.688012753941734
8,10,1,1,4,os,47376,31.35824012936265
8,9,1,3,3,os,47705,32.748132771602144
5,6,4,1,1,ws,47861,83.32301196340605
4,7,2,1,1,is,115739,47.48664313088785
9,4,2,4,3,ws,31471,93.40388007054673
7,8,4,4,4,ws,24517,78.31972789115646
8,6,1,2,3,is,179773,46.851659751037346
3,4,3,2,2,os,81448,58.86122637159981
3,3,3,4,2,os,126443,49.8931065689946
7,8,4,2,3,is,49443,45.6329697759713
3,5,3,1,3,is,110802,51.754025870750276
6,7,4,2,4,ws,36646,74.50037792894936
9,9,1,3,3,ws,19333,73.61943954536545
5,4,2,3,3,ws,53679,92.8144499178982
4,3,2,2,1,is,157645,59.259039715471246
8,10,1,4,2,ws,22972,81.5
9,7,4,3,4,os,28693,32.43419106773139
7,3,4,3,3,os,62865,38.90709660367362
4,6,3,3,2,os,52788,45.039682539682275
9,10,2,3,4,os,32684,30.611456176673517
4,8,1,4,2,is,248825,46.48853639286195
8,10,2,2,1,ws,22209,81.5
10,4,3,2,4,is,76904,51.20000000000012
5,10,1,2,3,is,253762,43.255029108822136
3,3,1,1,2,ws,122421,86.68537224092783
7,3,4,1,1,os,62865,38.90709660367362
3,9,4,4,2,os,54193,43.2793499552379
3,8,2,4,2,is,120676,47.094227168902634
10,10,4,2,3,is,49981,42.376426332288325
5,6,1,2,2,ws,43031,83.32301196340605
5,4,3,2,2,ws,53679,92.8144499178982
8,3,4,2,1,os,57016,37.951868737533445
3,6,3,1,3,ws,71426,86.00128266794937
10,5,2,4,3,os,65601,37.64288401253914
10,10,4,2,2,os,21249,29.788338557993676
3,9,4,2,4,ws,50195,75.74474907808242
8,8,2,4,2,os,37896,36.38530016170328
9,3,4,3,1,os,52874,37.31862757627668
5,6,3,3,1,ws,43031,83.32301196340605
6,7,1,2,3,os,119672,35.375749193176745
3,9,2,1,2,is,77120,46.502878644585564
4,3,4,3,2,is,139397,59.259039715471246
9,8,1,4,4,is,239198,46.77315934783481
3,5,1,2,2,ws,77327,91.14702581369247
5,8,2,2,4,is,107629,44.85583914108737
8,3,3,2,2,is,106606,56.851659751037346
3,10,2,4,2,os,54934,43.97786998616895
8,9,1,4,3,os,47705,32.748132771602144
4,5,1,1,2,is,254078,51.21082930909925
9,6,2,4,4,ws,24949,83.668430335097
5,7,3,4,4,is,73523,45.8246326250682
9,8,4,2,1,is,42271,46.77315934783481
3,3,1,2,4,is,203995,59.688012753941734
10,6,4,2,3,ws,24427,80.70476190476191
6,10,3,1,1,os,30435,33.977869986168926
7,9,4,1,1,is,45478,45.075552926484576
8,10,1,3,3,is,252466,42.44153605015673
3,9,3,3,4,is,76978,46.502878644585564
4,4,4,3,3,ws,62081,95.95238095238096
4,10,4,2,1,is,60993,44.842274966412944
4,10,3,3,1,ws,38353,83.42857142857142
8,7,2,3,4,ws,29461,76.66666666666666
5,9,4,4,3,os,34625,36.60937659461297
6,8,1,4,4,ws,28713,77.32539682539684
4,3,3,4,3,os,98344,45.21604938271575
4,6,4,3,1,os,52961,45.039682539682275
7,8,4,1,3,is,49443,45.6329697759713
9,7,1,3,2,os,57118,32.43419106773139
6,8,4,1,3,ws,34342,77.32539682539684
6,3,2,3,1,ws,71109,82.60591808739953
7,5,4,4,2,ws,37804,87.4829931972789
3,4,1,3,2,is,238016,54.786756453423116
5,7,4,4,4,is,67819,45.8246326250682
10,3,4,2,1,is,97570,55.84177040110668
7,6,4,1,2,is,60369,48.247701846990566
5,8,3,2,3,is,72073,44.85583914108737
3,10,2,3,3,os,54934,43.97786998616895
6,6,1,1,2,ws,41798,81.97883597883599
7,9,4,2,3,is,45478,45.075552926484576
5,3,4,1,3,ws,86124,83.96801070364288
5,7,2,4,1,is,111476,45.8246326250682
3,10,3,1,3,is,73587,45.46830759704331
4,6,2,2,3,ws,50103,86.19047619047618
9,8,4,2,4,os,22078,35.76432022084197
3,9,2,2,2,is,77120,46.502878644585564
8,3,1,4,4,ws,58360,84.75308641975309
6,9,2,1,3,os,66372,34.96071385882352
10,6,2,3,2,is,63883,46.508437067773166
7,10,4,4,4,os,26507,32.394637534323124
7,6,2,1,3,os,87628,38.806315550511876
8,8,3,4,4,os,32083,36.38530016170328
4,5,4,1,1,os,64480,47.000000000000206
8,9,1,1,2,is,163488,43.483436853002075
8,5,1,4,3,ws,37056,89.5
8,9,2,4,2,ws,22921,73.80070546737214
3,10,3,4,3,ws,49243,83.14702581369247
8,5,3,4,4,is,76496,48.80178333776948
10,9,4,4,2,is,39664,43.36011042097992
9,10,4,3,2,os,22272,30.611456176673517
4,7,1,4,2,ws,49948,78.50340136054427
5,10,2,2,4,ws,32625,80.63054187192118
5,3,3,2,1,ws,82905,83.96801070364288
9,5,3,1,4,os,35389,38.611456176673535
6,4,4,1,2,is,92057,52.2063492063492
9,6,2,3,2,is,63689,49.4020846902359
5,6,1,3,4,os,46024,42.200639652542506
4,7,2,3,2,is,115739,47.48664313088785
3,4,2,4,3,is,130767,54.786756453423116
7,6,1,1,1,ws,36377,82.53968253968254
10,10,3,4,4,os,21736,29.788338557993676
7,8,4,4,1,is,49443,45.6329697759713
9,3,3,1,2,os,55059,37.31862757627668
3,5,2,2,4,os,90139,51.97786998616893
7,7,4,3,1,os,33994,33.923391949029536
3,4,3,4,3,os,81448,58.86122637159981
9,8,3,2,4,ws,19446,79.43562610229276
7,3,1,1,1,os,106969,38.90709660367362
9,4,4,1,3,os,34800,46.22728318380493
6,8,1,1,1,os,86114,38.72233748271093
7,5,1,1,1,os,68279,40.27305698721078
9,5,2,4,1,ws,30033,88.57848324514991
5,10,3,1,2,ws,38600,80.63054187192118
4,10,4,3,1,ws,38353,83.42857142857142
7,6,2,4,2,ws,31295,82.53968253968254
6,10,1,1,2,is,253298,43.24442056028262
6,5,3,2,3,ws,44863,87.22539682539681
10,4,3,3,3,is,76904,51.20000000000012
3,10,3,3,3,ws,49243,83.14702581369247
6,7,2,3,1,ws,36646,74.50037792894936
4,8,1,3,1,is,248825,46.48853639286195
8,9,4,3,1,os,23823,32.748132771602144
7,3,4,3,4,is,106805,57.64452724381605
5,7,1,2,4,is,253907,45.8246326250682
5,9,3,2,3,os,34625,36.60937659461297
3,5,3,1,1,is,110802,51.754025870750276
10,8,1,2,1,os,92474,34.98542319749216
9,6,2,1,2,ws,30439,83.668430335097
9,4,4,3,3,ws,31299,93.40388007054673
9,4,1,2,4,ws,31299,93.40388007054673
3,3,4,3,3,is,161859,59.688012753941734
7,8,1,1,1,os,39108,37.27901120361805
7,3,1,1,4,ws,62207,83.18468127991937
3,5,3,2,4,ws,77327,91.14702581369247
10,4,4,2,2,is,75763,51.20000000000012
6,9,3,4,2,os,30698,34.96071385882352
8,8,1,2,1,is,250457,44.08448153887616
3,7,3,3,2,is,89621,48.07661063596921
5,5,2,2,4,os,60709,43.93969656640958
9,5,2,1,2,is,97396,51.24031735704168
6,9,4,1,1,is,51162,44.25182117935741
6,6,2,4,4,os,94527,40.37223649256826
3,7,4,1,3,is,89514,48.07661063596921
3,5,1,1,4,os,82743,51.97786998616893
10,5,2,4,4,ws,29524,85.76
8,6,1,4,2,is,179773,46.851659751037346
5,6,4,3,2,os,43764,42.200639652542506
6,3,4,3,1,os,70508,40.48981438792386
9,3,3,1,2,is,92402,58.83183189776089
9,9,3,2,3,is,45453,46.21748502585862
9,7,1,1,3,os,57118,32.43419106773139
3,8,3,1,2,ws,54424,81.6470258136925
5,4,2,4,2,ws,53679,92.8144499178982
4,10,1,1,1,ws,43891,83.42857142857142
5,8,2,4,4,ws,33461,78.71674876847291
7,10,3,3,1,is,46687,44.07962808948025
6,4,4,1,4,os,45767,49.41678192715536
7,3,1,2,3,ws,60241,83.18468127991937
10,9,2,2,4,is,50077,43.36011042097992
4,5,3,4,3,os,64288,47.000000000000206
9,9,3,3,4,ws,19333,73.61943954536545
3,7,4,1,1,os,69341,44.1059079233352
4,6,4,4,4,os,52961,45.039682539682275
8,4,3,4,4,ws,37717,93.54166666666667
8,6,2,2,3,ws,29761,84.04761904761907
6,9,1,4,3,ws,28657,71.69888860894153
10,6,4,4,4,is,53571,46.508437067773166
10,4,2,1,3,ws,35072,89.86666666666667
5,3,2,1,4,is,128296,57.26574412852868
6,4,3,2,3,is,92057,52.2063492063492
9,3,3,3,2,ws,53451,84.29551244366061
6,8,1,4,3,os,86060,38.72233748271093
10,3,3,4,2,os,62454,36.43709895893818
9,4,3,2,3,os,36129,46.22728318380493
6,8,4,3,2,os,29301,38.72233748271093
8,3,1,4,2,is,204570,56.851659751037346
7,9,3,3,3,is,46589,45.075552926484576
8,3,3,3,2,ws,57661,84.75308641975309
10,7,4,1,3,os,29078,31.633915509777523
6,6,2,4,1,is,72656,47.4460032053393
4,4,1,3,1,os,63515,54.16666666666667
9,7,4,4,3,ws,24462,76.01578903166204
4,7,1,1,3,ws,54715,78.50340136054427
6,8,2,2,4,is,103206,44.80954840724413
5,4,2,1,3,os,61397,51.257954041345045
5,8,3,2,2,os,34091,40.45538993878094
5,6,1,2,1,ws,43031,83.32301196340605
4,8,3,4,3,os,41213,43.125
4,8,2,3,4,is,111634,46.48853639286195
8,4,3,1,1,ws,41634,93.54166666666667
7,8,1,3,3,ws,24517,78.31972789115646
6,4,2,2,2,is,94047,52.2063492063492
6,10,3,2,4,ws,27847,79.22539682539683
5,8,1,1,3,is,246892,44.85583914108737
7,5,1,4,4,is,251847,50.080112406953795
5,7,2,4,4,ws,42808,75.81233872859491
6,8,1,4,4,os,86060,38.72233748271093
7,9,3,3,4,is,46589,45.075552926484576
8,8,1,2,3,os,47796,36.38530016170328
8,6,1,2,2,is,179773,46.851659751037346
6,7,2,2,2,ws,36646,74.50037792894936
3,5,3,3,4,ws,77327,91.14702581369247
5,9,3,3,4,is,57623,44.27614764046542
9,3,3,3,2,os,55059,37.31862757627668
10,9,1,3,2,ws,18902,70.49453262786595
7,4,1,2,1,os,69052,47.72227361496557
6,3,3,3,4,ws,71109,82.60591808739953
3,4,2,1,1,ws,84528,95.81369248035915
10,9,3,2,4,ws,18932,70.49453262786595
5,6,1,2,1,is,181038,47.55145841424279
6,6,2,2,4,ws,36923,81.97883597883599
9,8,1,2,1,ws,19446,79.43562610229276
9,4,4,4,4,os,34800,46.22728318380493
3,6,2,3,2,ws,63799,86.00128266794937
10,3,3,1,1,is,95901,55.84177040110668
8,7,2,3,3,ws,29461,76.66666666666666
4,10,3,2,2,is,61253,44.842274966412944
6,8,3,2,4,ws,28713,77.32539682539684
4,9,1,2,4,os,41909,39.144620811287666
3,8,1,4,3,ws,50066,81.6470258136925
4,9,4,3,3,is,63766,45.88583259390712
4,9,4,4,3,ws,39217,75.94356261022925
7,9,3,4,3,ws,24438,72.63290501385741
5,8,2,1,3,ws,38999,78.71674876847291
8,8,1,3,4,ws,23807,79.375
6,4,4,3,3,is,92057,52.2063492063492
5,5,3,3,3,os,53389,43.93969656640958
5,6,1,3,2,ws,43031,83.32301196340605
5,10,1,1,2,is,253762,43.255029108822136
5,4,1,3,4,is,243548,52.43349753694592
10,9,4,1,3,os,21519,31.42266894450797
6,9,4,2,2,os,29726,34.96071385882352
5,4,3,3,2,is,101511,52.43349753694592
5,3,3,3,2,os,81772,42.341733126969274
7,9,4,3,2,os,26393,33.600491692205644
3,3,3,4,3,is,161859,59.688012753941734
6,7,1,2,1,os,119672,35.375749193176745
3,3,1,4,2,is,203995,59.688012753941734
10,7,1,2,3,is,252269,44.84609488568784
3,8,2,4,1,ws,50066,81.6470258136925
7,7,2,4,4,is,101206,46.567676151999095
3,5,4,3,2,ws,77327,91.14702581369247
5,9,1,3,4,ws,33446,73.04628109225811
3,5,2,3,2,is,117646,51.754025870750276
5,8,2,1,4,os,35587,40.45538993878094
4,10,4,1,1,is,60993,44.842274966412944
6,6,1,1,4,is,180561,47.4460032053393
3,9,1,1,3,ws,54152,75.74474907808242
4,4,2,4,4,ws,62081,95.95238095238096
6,9,3,2,2,ws,28657,71.69888860894153
8,6,1,4,4,is,179773,46.851659751037346
7,10,2,1,3,ws,29952,79.64625850340137
5,3,3,4,3,is,128296,57.26574412852868
4,8,3,2,4,os,41213,43.125
6,3,2,3,1,os,189044,40.48981438792386
10,7,2,3,3,ws,24067,73.25714285714284
4,10,4,1,1,ws,43891,83.42857142857142
6,5,1,3,3,os,152270,41.977869986168955
6,4,2,1,2,os,123838,49.41678192715536
10,8,1,2,3,os,92474,34.98542319749216
10,10,1,4,1,os,92006,29.788338557993676
9,3,1,2,2,is,207604,58.83183189776089
7,3,3,2,2,is,105400,57.64452724381605
10,7,3,3,1,ws,24067,73.25714285714284
5,5,4,2,3,is,85657,49.44564101689985
6,10,2,4,1,ws,27847,79.22539682539683
9,7,2,2,2,ws,24604,76.01578903166204
10,4,4,2,3,is,75763,51.20000000000012
10,5,2,1,3,os,65601,37.64288401253914
9,6,3,2,1,ws,24797,83.668430335097
3,7,2,4,1,os,69341,44.1059079233352
6,7,4,2,1,is,62216,45.75185066317613
8,5,3,2,2,os,59580,39.260679153753095
8,5,1,1,2,ws,41878,89.5
7,5,3,2,1,ws,37804,87.4829931972789
4,10,4,2,3,is,60993,44.842274966412944
10,4,2,3,1,is,108058,51.20000000000012
6,3,4,1,2,is,118135,56.91690267623877
3,4,3,2,3,os,81448,58.86122637159981
8,4,3,3,4,is,85100,51.875
5,8,2,2,1,ws,33461,78.71674876847291
7,9,3,4,1,is,46589,45.075552926484576
6,5,4,1,4,os,46011,41.977869986168955
4,8,2,4,3,os,58425,43.125
8,6,4,3,4,ws,29761,84.04761904761907
7,4,3,4,2,is,82803,52.97278911564638
4,5,2,2,2,is,127977,51.21082930909925
5,9,1,4,4,ws,33446,73.04628109225811
10,9,1,1,3,os,92360,31.42266894450797
7,6,4,2,1,ws,31295,82.53968253968254
4,3,1,4,3,is,206409,59.259039715471246
4,9,2,4,1,is,64892,45.88583259390712
4,9,1,4,2,ws,39217,75.94356261022925
3,8,3,4,3,is,85095,47.094227168902634
4,4,3,3,4,ws,62081,95.95238095238096
6,10,3,4,1,is,51139,43.24442056028262
10,3,2,3,1,ws,47187,81.26913580246917
6,6,3,3,4,os,40665,40.37223649256826
5,3,3,1,1,is,128296,57.26574412852868
5,5,3,1,3,os,53389,43.93969656640958
4,6,4,2,4,ws,50103,86.19047619047618
9,4,3,4,1,ws,31299,93.40388007054673
10,7,1,4,4,is,252269,44.84609488568784
7,5,4,3,2,is,69423,50.080112406953795
9,10,4,2,1,is,49279,45.21145334018895
5,5,1,1,4,is,253398,49.44564101689985
10,4,4,2,1,is,75763,51.20000000000012
10,7,3,3,2,os,29136,31.633915509777523
9,7,4,4,4,ws,24462,76.01578903166204
4,3,1,3,4,os,98344,45.21604938271575
10,3,2,3,2,os,101167,36.43709895893818
7,5,2,3,3,os,115433,40.27305698721078
9,4,2,3,3,os,60000,46.22728318380493
6,6,4,2,2,ws,36923,81.97883597883599
10,3,2,2,2,ws,47187,81.26913580246917
6,3,1,1,3,ws,76287,82.60591808739953
8,3,1,2,3,ws,58360,84.75308641975309
6,8,1,3,1,ws,28713,77.32539682539684
4,3,2,1,2,ws,101461,86.89594356261023
6,9,2,1,4,os,66372,34.96071385882352
10,3,3,4,2,ws,47187,81.26913580246917
9,10,3,2,3,is,42289,45.21145334018895
9,6,3,4,2,os,28732,37.24024231270621
8,6,1,1,3,is,179773,46.851659751037346
6,8,4,4,2,ws,28713,77.32539682539684
9,5,2,3,3,ws,30033,88.57848324514991
4,4,4,3,1,is,110441,54.28571428571429
10,4,1,3,1,ws,30965,89.86666666666667
6,9,3,1,3,os,30698,34.96071385882352
7,8,4,2,4,os,26045,37.27901120361805
7,10,2,4,1,is,60880,44.07962808948025
10,3,3,4,2,is,95901,55.84177040110668
10,3,4,3,2,ws,47187,81.26913580246917
6,5,2,4,2,os,123121,41.977869986168955
9,5,1,4,3,ws,29871,88.57848324514991
4,4,3,4,1,ws,62081,95.95238095238096
9,5,4,4,1,ws,29871,88.57848324514991
6,6,3,1,3,os,40665,40.37223649256826
4,5,3,2,4,ws,60811,91.42857142857143
4,8,3,4,3,ws,39175,81.78571428571429
10,5,1,4,3,is,251911,48.328466329518264
3,7,3,1,2,os,69341,44.1059079233352
7,5,2,2,1,ws,37804,87.4829931972789
5,4,4,4,2,os,52885,51.257954041345045
6,5,1,4,3,ws,44863,87.22539682539681
6,10,3,1,2,is,51139,43.24442056028262
3,4,2,1,2,is,130767,54.786756453423116
10,4,3,3,4,ws,30965,89.86666666666667
8,3,4,2,4,ws,57559,84.75308641975309
4,6,3,4,4,ws,50103,86.19047619047618
4,9,3,3,1,is,63968,45.88583259390712
6,7,1,1,2,os,119672,35.375749193176745
7,4,4,2,4,is,82803,52.97278911564638
7,4,4,1,4,is,82803,52.97278911564638
4,4,2,1,3,is,111927,54.28571428571429
7,6,4,4,2,is,60369,48.247701846990566
7,8,3,2,2,os,36945,37.27901120361805
3,8,1,1,1,os,53304,47.47233748271093
8,9,4,3,3,ws,22921,73.80070546737214
8,9,2,4,4,os,37825,32.748132771602144
4,6,4,1,1,ws,54691,86.19047619047618
3,6,3,3,2,is,97977,49.83017511832632
4,9,3,4,4,is,63968,45.88583259390712
6,6,2,3,1,os,94527,40.37223649256826
9,4,4,4,4,is,72167,54.144620811287474
4,5,1,3,3,os,64288,47.000000000000206
4,4,4,3,1,os,63726,54.16666666666667
9,7,2,4,1,ws,24604,76.01578903166204
3,5,1,2,3,is,254784,51.754025870750276
10,6,2,3,3,ws,24427,80.70476190476191
3,10,4,3,4,is,73717,45.46830759704331
10,8,4,2,1,is,43275,43.91612990163044
9,9,3,2,1,ws,19333,73.61943954536545
9,8,2,4,3,ws,19578,79.43562610229276
9,4,1,2,4,os,74150,46.22728318380493
10,10,3,1,4,ws,24992,78.08000000000001
8,5,3,1,1,ws,41175,89.5
7,8,2,3,3,os,59715,37.27901120361805
9,6,1,1,2,is,183804,49.4020846902359
6,5,3,1,4,ws,49117,87.22539682539681
5,4,1,2,1,ws,53679,92.8144499178982
8,5,2,1,2,ws,41079,89.5
6,4,4,2,2,is,92057,52.2063492063492
7,3,3,2,3,os,104097,38.90709660367362
7,3,2,4,1,os,178755,38.90709660367362
8,7,1,1,2,ws,36053,76.66666666666666
7,4,4,2,1,os,40871,47.72227361496557
8,5,2,2,3,is,110679,48.80178333776948
9,9,2,2,4,os,32998,32.151079075394634
9,9,2,2,1,ws,19455,73.61943954536545
3,8,3,3,2,is,85095,47.094227168902634
10,10,3,2,4,ws,18414,78.08000000000001
8,8,1,1,3,ws,29959,79.375
9,10,4,3,1,is,49279,45.21145334018895
10,6,2,1,4,ws,30062,80.70476190476191
6,6,1,2,2,ws,36923,81.97883597883599
5,8,4,4,2,ws,33461,78.71674876847291
5,6,2,1,1,os,48016,42.200639652542506
10,6,3,2,3,ws,24427,80.70476190476191
8,3,4,1,4,os,57016,37.951868737533445
6,5,1,1,1,is,253000,49.291084156136044
10,9,4,1,4,os,21519,31.42266894450797
3,5,2,1,3,ws,80904,91.14702581369247
7,9,1,1,3,is,165971,45.075552926484576
10,6,1,3,4,os,129338,36.36655222172475
5,6,3,3,2,os,43796,42.200639652542506
8,3,4,1,3,is,108242,56.851659751037346
9,9,2,3,4,is,45471,46.21748502585862
9,4,4,4,1,os,34800,46.22728318380493
7,7,1,3,2,os,53385,33.923391949029536
4,9,3,2,4,is,63968,45.88583259390712
9,6,2,1,1,os,46161,37.24024231270621
4,3,2,2,2,os,182508,45.21604938271575
9,6,4,4,4,ws,24797,83.668430335097
7,8,2,4,1,ws,24517,78.31972789115646
7,5,1,3,2,os,68279,40.27305698721078
10,6,4,1,2,ws,30062,80.70476190476191
5,3,1,2,1,is,208944,57.26574412852868
8,8,3,3,3,is,63644,44.08448153887616
7,8,2,3,2,os,59715,37.27901120361805
8,10,2,3,2,ws,22178,81.5
8,4,2,1,1,os,68756,46.784182275524415
5,5,4,4,4,os,53343,43.93969656640958
5,6,1,4,1,is,181038,47.55145841424279
4,4,2,3,1,ws,62081,95.95238095238096
6,4,2,4,2,os,123838,49.41678192715536
5,5,2,1,2,is,122952,49.44564101689985
